name,quantity,model_name,model_number,serial_number,country_of_origin,manufacturer,where_purchased,price,acquired_year,location,remark,department,decription,inventory_number,,,
DC generator,1,VS-1007,,, JP,AZUMA,,,1980,ELECTRICAL MACHINES LAB (EMB 112),,elec,,,,,
Three phase induction motor,1,AVS-1007,,, JP,AZUMA,,,1980,ELECTRICAL MACHINES LAB (EMB 112),,elec,,,,,
DC power generating set,1,,,,,,,,1980,ELECTRICAL MACHINES LAB (EMB 112),GOOD,elec,,,,,
DC generator,1,EPS-200,,, JP,KYONAN,,,1980,ELECTRICAL MACHINES LAB (EMB 112),,elec,,,,,
DC switch board,1,KT-180D6,,, JP,KYONAN,,,1980,ELECTRICAL MACHINES LAB (EMB 112),,elec,,,,,
Main switch board,1,,,, JP,AZUMA,,,1980,ELECTRICAL MACHINES LAB (EMB 112),,elec,,,,,
Three phase induction motor,1,MRA2185A,,, JP,FUJI,,,1980,ELECTRICAL MACHINES LAB (EMB 112),,elec,,,,,
240V/100V DC controller,1,,,, JP,AZUMA,,,1980,ELECTRICAL MACHINES LAB (EMB 112),GOOD,elec,,,,,
240V/100V DC controller,1,,,, JP,AZUMA,,,1980,ELECTRICAL MACHINES LAB (EMB 112),GOOD,elec,,,,,
240V/100V DC controller,1,,,, JP,AZUMA,,,1980,ELECTRICAL MACHINES LAB (EMB 112),GOOD,elec,,,,,
240V/100V DC controller,1,,,, JP,AZUMA,,,1980,ELECTRICAL MACHINES LAB (EMB 112),GOOD,elec,,,,,
240V/100V DC controller,1,,,, JP,AZUMA,,,1980,ELECTRICAL MACHINES LAB (EMB 112),GOOD,elec,,,,,
Rheostat,1,MR-193B,,, JP,IWASHITA,,,,ELECTRICAL MACHINES LAB (EMB 112),FAULTY,elec,,,,,
Rheostat,1,MR-103B,,, JP,IWASHITA,,,1980,ELECTRICAL MACHINES LAB (EMB 112),FAULTY,elec,,,,,
DC motor - AC generator set,1,,,,,,,,,ELECTRICAL MACHINES LAB (EMB 112),GOOD,elec,,,,,
DC motor,1,MG-2006,,, JP,AZUMA,,,1980,ELECTRICAL MACHINES LAB (EMB 112),,elec,,,,,
AC generator,1,MG-2006,,, JP,AZUMA,,,1980,ELECTRICAL MACHINES LAB (EMB 112),,elec,,,,,
Face plate starter,1,,,, JP,AZUMA,,,1980,ELECTRICAL MACHINES LAB (EMB 112),,elec,,,,,
Field regulator,1,,,, JP,AZUMA,,,1980,ELECTRICAL MACHINES LAB (EMB 112),,elec,,,,,
Field regulator,1,,,, JP,AZUMA,,,1980,ELECTRICAL MACHINES LAB (EMB 112),,elec,,,,,
DC motor - DC generator set,1,,,,,,,,,ELECTRICAL MACHINES LAB (EMB 112),GOOD,elec,,,,,
DC motor ,1,MG-2001,,, JP,AZUMA,,,1980,ELECTRICAL MACHINES LAB (EMB 112),,elec,,,,,
DC generator,1,MG-2001,,, JP,AZUMA,,,1980,ELECTRICAL MACHINES LAB (EMB 112),,elec,,,,,
Face plate starter,1,,,, JP,AZUMA,,,1980,ELECTRICAL MACHINES LAB (EMB 112),,elec,,,,,
Field regulator,1,,,, JP,AZUMA,,,1980,ELECTRICAL MACHINES LAB (EMB 112),,elec,,,,,
Field regulator,1,,,, JP,AZUMA,,,1980,ELECTRICAL MACHINES LAB (EMB 112),,elec,,,,,
Commutator motor - Dynamometer set,1,,,,,,,,,ELECTRICAL MACHINES LAB (EMB 112),GOOD,elec,,,,,
Commutator motor ,1,FX-2011B,,, JP,KYONAN,,,1986,ELECTRICAL MACHINES LAB (EMB 112),,elec,,,,,
Eddy current dynamometer,1,,,,,,,,,ELECTRICAL MACHINES LAB (EMB 112),,elec,,,,,
Exciting control box,1,EM-103,,, JP,AZUMA,,,1980,ELECTRICAL MACHINES LAB (EMB 112),,elec,,,,,
Silicon rectifier,1,K3Y-1020,,, JP,KYONAN,,,1980,ELECTRICAL MACHINES LAB (EMB 112),FAIR,elec,,,,,
Silicon rectifier,1,,,, JP,KYONAN,,,1980,ELECTRICAL MACHINES LAB (EMB 112),GOOD,elec,,,,,
Silicon rectifier,1,K3Y-1020,,, JP,KYONAN,,,1980,ELECTRICAL MACHINES LAB (EMB 112),GOOD,elec,,,,,
Silicon rectifier,1,K3Y-1020,,, JP,KYONAN,,,1980,ELECTRICAL MACHINES LAB (EMB 112),GOOD,elec,,,,,
Synchronous motor - DC generator set,1,,,,,,,,,ELECTRICAL MACHINES LAB (EMB 112),GOOD,elec,,,,,
Synchronous motor,1,M-105,,, JP,AZUMA,,,1980,ELECTRICAL MACHINES LAB (EMB 112),,elec,,,,,
DC generator,1,MD-102,,, JP,AZUMA,,,1980,ELECTRICAL MACHINES LAB (EMB 112),,elec,,,,,
Field regulator,1,,,, JP,AZUMA,,,1980,ELECTRICAL MACHINES LAB (EMB 112),,elec,,,,,
Field regulator,1,,,, JP,AZUMA,,,1980,ELECTRICAL MACHINES LAB (EMB 112),,elec,,,,,
Controller ,1,,,, JP,AZUMA,,,1980,ELECTRICAL MACHINES LAB (EMB 112),GOOD,elec,,,,,
DC motor - Dynamometer,1,,,,,,,,,ELECTRICAL MACHINES LAB (EMB 112),GOOD,elec,,,,,
DC Motor,1,M101C,,, JP,AZUMA,,,1980,ELECTRICAL MACHINES LAB (EMB 112),,elec,,,,,
Dynamometer,1,,,, JP,AZUMA,,,1980,ELECTRICAL MACHINES LAB (EMB 112),,elec,,,,,
Face plate starter,1,,,, JP,AZUMA,,,1980,ELECTRICAL MACHINES LAB (EMB 112),,elec,,,,,
Field regulator,1,,,, JP,AZUMA,,,1980,ELECTRICAL MACHINES LAB (EMB 112),,elec,,,,,
Magnetic sequency trainer,1,KTC-3,,, JP,KYONAN,,,,ELECTRICAL MACHINES LAB (EMB 112),GOOD,elec,,,,,
Three phase induction motor - Prony brake,1,,,,,,,,,ELECTRICAL MACHINES LAB (EMB 112),FAIR,elec,,,,,
Three phase induction motor,1,SPECIAL,,, JP,AZUMA,,,1980,ELECTRICAL MACHINES LAB (EMB 112),,elec,,,,,
Prony brake,1,,,, JP,AZUMA,,,1980,ELECTRICAL MACHINES LAB (EMB 112),,elec,,,,,
Induction motor - AC generator set,1,,,,,,,,,ELECTRICAL MACHINES LAB (EMB 112),GOOD,elec,,,,,
Three phase generator,1,MG-2010,,, JP,AZUMA,,,1980,ELECTRICAL MACHINES LAB (EMB 112),,elec,,,,,
Three phase induction motor,1,MG-2010,,, JP,AZUMA,,,1980,ELECTRICAL MACHINES LAB (EMB 112),,elec,,,,,
Three phase induction motor,1,SB-E,,, JP,MITSUBISHI,,,,ELECTRICAL MACHINES LAB (EMB 112),GOOD,elec,,,,,
Inverter test trainer panel,1,KIV-110,,, JP,KYONAN,,,1985,ELECTRICAL MACHINES LAB (EMB 112),FAULTY,elec,,,,,
Transistor inverter,1,KVFN215H,,, JP,KASUGA,,,,ELECTRICAL MACHINES LAB (EMB 112),,elec,,,,,
Converter trainer,1,KIV-120,,, JP,KYONAN,,,1985,ELECTRICAL MACHINES LAB (EMB 112),FAULTY,elec,,,,,
Variable speed drive,1,LVT101,,,,,,,,ELECTRICAL MACHINES LAB (EMB 112),,elec,,,,,
Inverter testing trainer,1,KIV-110,,, JP,KYONAN,,,1985,ELECTRICAL MACHINES LAB (EMB 112),FAULTY,elec,,,,,
Tansistor inverter,1,KVFN215H,,, JP,KASUGA,,,,ELECTRICAL MACHINES LAB (EMB 112),,elec,,,,,
Rotor resistance starter,1,,,, JP,AZUMA,,,1980,ELECTRICAL MACHINES LAB (EMB 112),GOOD,elec,,,,,
Three phase resistance starter,1,,,, JP,AZUMA,,,1980,ELECTRICAL MACHINES LAB (EMB 112),GOOD,elec,,,,,
Face plate starter,1,,,, JP,AZUMA,,,1980,ELECTRICAL MACHINES LAB (EMB 112),GOOD,elec,,,,,
Three phase induction regulator,1,AKVR310-2,,, JP,KYONAN,,,1983,ELECTRICAL MACHINES LAB (EMB 112),GOOD,elec,,,,,
Three phase LCR load,1,3U-203S,,, JP,IWASHITA,,,,ELECTRICAL MACHINES LAB (EMB 112),GOOD,elec,,,,,
Spring balance,1,,,, JP,IIZIMA,,,,ELECTRICAL MACHINES LAB (EMB 112),GOOD,elec,,,,,
Spring balance,1,,,, JP,IIZIMA,,,,ELECTRICAL MACHINES LAB (EMB 112),GOOD,elec,,,,,
Spring balance,1,,,, JP,IIZIMA,,,,ELECTRICAL MACHINES LAB (EMB 112),GOOD,elec,,,,,
Spring balance,1,,,, JP,IIZIMA,,,,ELECTRICAL MACHINES LAB (EMB 112),GOOD,elec,,,,,
Spring balance,1,,,, JP,IIZIMA,,,,ELECTRICAL MACHINES LAB (EMB 112),GOOD,elec,,,,,
Electrical machines tutor,1,EMT180,,,,,,,,ELECTRICAL MACHINES LAB (EMB 112),FAIR,elec,,,,,
Machines control panel,1,MCP182,,, UK,,,,,ELECTRICAL MACHINES LAB (EMB 112),,elec,,,,,
DC shunt motor,1,SC164001/9,,, UK,,,,,ELECTRICAL MACHINES LAB (EMB 112),,elec,,,,,
DC shunt motor base,1,,,, UK,,,,,ELECTRICAL MACHINES LAB (EMB 112),,elec,,,,,
Machine tutor,1,EMT180,,, UK,,,,,ELECTRICAL MACHINES LAB (EMB 112),,elec,,,,,
Three phase demonstration panel,1,EMT180B,,, UK,,,,,ELECTRICAL MACHINES LAB (EMB 112),,elec,,,,,
Rotatable brush gear,1,,,, UK,,,,,ELECTRICAL MACHINES LAB (EMB 112),,elec,,,,,
Prony brake,1,,,, UK,,,,,ELECTRICAL MACHINES LAB (EMB 112),,elec,,,,,
Capacitor - resistor bank,1,EMT180,,, UK,,,,,ELECTRICAL MACHINES LAB (EMB 112),,elec,,,,,
Switch unit,1,EMT180A,,, UK,,,,,ELECTRICAL MACHINES LAB (EMB 112),,elec,,,,,
0.3A 800 OHM rheostat,1,,,, JP,ZENITH,,,,ELECTRICAL MACHINES LAB (EMB 112),GOOD,elec,,,,,
0.3A 800 OHM rheostat,1,,,, JP,ZENITH,,,,ELECTRICAL MACHINES LAB (EMB 112),GOOD,elec,,,,,
0.3A 800 OHM rheostat,1,,,, JP,ZENITH,,,,ELECTRICAL MACHINES LAB (EMB 112),GOOD,elec,,,,,
0.3A 800 OHM rheostat,1,,,, JP,ZENITH,,,,ELECTRICAL MACHINES LAB (EMB 112),GOOD,elec,,,,,
0.3A 800 OHM rheostat,1,,,, JP,ZENITH,,,,ELECTRICAL MACHINES LAB (EMB 112),GOOD,elec,,,,,
0.3A 800 OHM rheostat,1,,,, JP,ZENITH,,,,ELECTRICAL MACHINES LAB (EMB 112),GOOD,elec,,,,,
0.3A 800 OHM rheostat,1,,,, JP,ZENITH,,,,ELECTRICAL MACHINES LAB (EMB 112),GOOD,elec,,,,,
0.3A 800 OHM rheostat,1,,,, JP,ZENITH,,,,ELECTRICAL MACHINES LAB (EMB 112),GOOD,elec,,,,,
0.3A 800 OHM rheostat,1,,,, JP,ZENITH,,,,ELECTRICAL MACHINES LAB (EMB 112),GOOD,elec,,,,,
0.3A 800 OHM rheostat,1,,,, JP,ZENITH,,,,ELECTRICAL MACHINES LAB (EMB 112),GOOD,elec,,,,,
0.3A 800 OHM rheostat,1,,,, JP,ZENITH,,,,ELECTRICAL MACHINES LAB (EMB 112),GOOD,elec,,,,,
0.3A 800 OHM rheostat,1,,,, JP,ZENITH,,,,ELECTRICAL MACHINES LAB (EMB 112),GOOD,elec,,,,,
0.3A 800 OHM rheostat,1,,,, JP,ZENITH,,,,ELECTRICAL MACHINES LAB (EMB 112),GOOD,elec,,,,,
0.3A 800 OHM rheostat,1,,,, JP,ZENITH,,,,ELECTRICAL MACHINES LAB (EMB 112),GOOD,elec,,,,,
0.3A 800 OHM rheostat,1,,,, JP,ZENITH,,,,ELECTRICAL MACHINES LAB (EMB 112),GOOD,elec,,,,,
0.3A 800 OHM rheostat,1,,,, JP,ZENITH,,,,ELECTRICAL MACHINES LAB (EMB 112),GOOD,elec,,,,,
0.3A 800 OHM rheostat,1,,,, JP,ZENITH,,,,ELECTRICAL MACHINES LAB (EMB 112),GOOD,elec,,,,,
0.3A 800 OHM rheostat,1,,,, JP,ZENITH,,,,ELECTRICAL MACHINES LAB (EMB 112),GOOD,elec,,,,,
0.3A 800 OHM rheostat,1,,,, JP,ZENITH,,,,ELECTRICAL MACHINES LAB (EMB 112),GOOD,elec,,,,,
0.3A 800 OHM rheostat,1,,,, JP,ZENITH,,,,ELECTRICAL MACHINES LAB (EMB 112),GOOD,elec,,,,,
Separate type air conditioner,1,KA-101,,, JP,KYONAN,,,1988,ELECTRICAL MACHINES LAB (EMB 112),GOOD,elec,,,,,
Overhead projector,1,HP3300,,,,,,,,ELECTRICAL MACHINES LAB (EMB 112),FAIR,elec,,,,,
Electrical machines tutor,1,EMT180,,,,,,,1994,ELECTRICAL MACHINES LAB (EMB 112),FAIR,elec,,,,,
Machine control panel,1,EMT182,,, UK,,,,1994,ELECTRICAL MACHINES LAB (EMB 112),,elec,,,,,
Electrical machines tutor,1,EMT180,,, UK,,,,1994,ELECTRICAL MACHINES LAB (EMB 112),,elec,,,,,
DC shunt motor,1,2565-00228,,, UK,,,,1994,ELECTRICAL MACHINES LAB (EMB 112),,elec,,,,,
DC shunt motor speed controller,1,VSD177,,, UK,,,,1994,ELECTRICAL MACHINES LAB (EMB 112),,elec,,,,,
Rotatable brush gear,1,,,, UK,,,,1994,ELECTRICAL MACHINES LAB (EMB 112),,elec,,,,,
Prony brake,1,,,, UK,,,,1994,ELECTRICAL MACHINES LAB (EMB 112),,elec,,,,,
Tachometer,1,DS171-729,,, UK,,,,1994,ELECTRICAL MACHINES LAB (EMB 112),,elec,,,,,
Tacho generator,1,,,, UK,,,,1994,ELECTRICAL MACHINES LAB (EMB 112),,elec,,,,,
Capacitor - resistor bank,1,,,, UK,,,,1994,ELECTRICAL MACHINES LAB (EMB 112),,elec,,,,,
Component storage rack,1,,,, UK,,,,1994,ELECTRICAL MACHINES LAB (EMB 112),,elec,,,,,
Switch unit,1,EMT180A,,, UK,,,,1994,ELECTRICAL MACHINES LAB (EMB 112),,elec,,,,,
Three phase demonstration panel,1,EMT180B,,, UK,,,,1994,ELECTRICAL MACHINES LAB (EMB 112),,elec,,,,,
Electronic wattmeter,1,EW604,,, UK,,,,1995,ELECTRICAL MACHINES LAB (EMB 112),FAIR,elec,,,,,
Electronic wattmeter,1,EW604,,, UK,,,,1995,ELECTRICAL MACHINES LAB (EMB 112),FAIR,elec,,,,,
Electronic wattmeter,1,EW604,,, UK,,,,1995,ELECTRICAL MACHINES LAB (EMB 112),FAIR,elec,,,,,
Electronic wattmeter,1,EW604,,, UK,,,,1995,ELECTRICAL MACHINES LAB (EMB 112),FAIR,elec,,,,,
Series Universal Motor,1,ETL174A,,, UK,,,,1996,ELECTRICAL MACHINES LAB (EMB 112),FAIR,elec,,,,,
Series Universal Motor,1,ETL174A,,, UK,,,,1996,ELECTRICAL MACHINES LAB (EMB 112),FAIR,elec,,,,,
Transformer trainer,1,TT179,,, UK,,,,1996,ELECTRICAL MACHINES LAB (EMB 112),FAIR,elec,,,,,
Dissectable transformer,1,TT179,,, UK,,,,1996,ELECTRICAL MACHINES LAB (EMB 112),FAIR,elec,,,,,
Single phase power factor meter,1,MX0098,,, JP,METRIX,,,1996,ELECTRICAL MACHINES LAB (EMB 112),FAIR,elec,,,,,
Power system analyzer ( Data logger) ,1,FLUKE 1735,,, US,FLUKE,,,2012,ELECTRICAL MACHINES LAB (EMB 112),GOOD,elec,,,,,
Power system analyzer ( Data logger) ,1,FLUKE 1735,,, US,FLUKE,,,2012,ELECTRICAL MACHINES LAB (EMB 112),GOOD,elec,,,,,
Power system analyzer ( Data logger) ,1,FLUKE 1735,,, US,FLUKE,,,2012,ELECTRICAL MACHINES LAB (EMB 112),GOOD,elec,,,,,
"FOUR TYPE RELAY TRAINER PANEL (LGR,OCR,UVR,OVR)",1,KR-1 C-5681,,,JP,JP --KYONAN  ELECTRIC CO. LTD.,,,1987,HIGH VOLTAGE LAB (EMB021),WORKING --NEEDS REPLACEMENT.,elec,,,,,
"OIL CIRCUIT BREAKER RELAY PANEL TRAINER (LGR, OCR)",3,KO-100A C5017,,,JP,JP --KYONAN  ELECTRIC CO. LTD.,,,1980,HIGH VOLTAGE LAB (EMB021),2NO.WORKING,elec,,,,,
"AIR CIRCUIT BREAKER RELAY PANEL TRAINER (OCR,LGR)",3,KA-100A C5016,,,JP,JP --KYONAN  ELECTRIC CO. LTD.,,,1980,HIGH VOLTAGE LAB (EMB021),NOT WORKING,elec,,,,,
SWITCH BOARD FOR MOTOR PANEL,1,KT-801M C5013-A,,,JP,JP --KYONAN  ELECTRIC CO. LTD.,,,1980,HIGH VOLTAGE LAB (EMB021),WORKING,elec,,,,,
SWICH BOARD FOR LAMP PANEL,1,KT-801L C5013-B,,,JP,JP --KYONAN  ELECTRIC CO. LTD.,,,1980,HIGH VOLTAGE LAB (EMB021),WORKING,elec,,,,,
TRANSMISSION LINE SIMULATION UNIT,1,KM--1,,,JP,JP,,,1987,HIGH VOLTAGE LAB (EMB021),WORKING NEED REPLACEMENT,elec,,,,,
R-L-C LOAD EQUIPMENT,1,,,,JP,JP-YAMABISHI ELECTRIC,,,1980,HIGH VOLTAGE LAB (EMB021),WORKING,elec,,,,,
HIGH TENSION SWITCH BOARD PANEL,1,KT-803H-2 C5012,,,JP,JP--KYONAN ELECTRIC CO. LTD,,,1980,HIGH VOLTAGE LAB (EMB021),WORKING,elec,,,,,
HIGH TENSION INCOMING PANEL,1,KT-803H-1 C5011,,,JP,JP--KYONAN ELECTRIC CO. LTD,,,1980,HIGH VOLTAGE LAB (EMB021),WORKING,elec,,,,,
THREEPHASE INDUCTION VOLTAGE REGULATOR,1,AKVR-310-2/35291,,,JP,JP--KYONAN ELECTRIC CO. LTD,,,1992,HIGH VOLTAGE LAB (EMB021),NOT WORKING,elec,,,,,
SINGLEPHASE INDUCTION VOLTAGE REGULATOR,1,AKVA-205  29806,,,JP,JP--KYONAN ELECTRIC CO. LTD,,,1982,HIGH VOLTAGE LAB (EMB021),NOT WORKING,elec,,,,,
THREE PHASE VOLTAGE SLIDER VARIABLE SOURCE,1,,,,,JP--YAMABISHI ELECTRIC CO. LTD.,,,,HIGH VOLTAGE LAB (EMB021),"WORKING""OBSOLETE NEED REPLACEMENT",elec,,,,,
THREEPHASE 5KVA HYSTERISIS TEST  TRANSFORMER,1,K-56781,,,JP,JP-KYONAN ELECTRIC CO. LTD,,,1987,HIGH VOLTAGE LAB (EMB021),WORKING NEED MORE UNITS,elec,,,,,
HIGHVOLTAGE IMPULSE GERATING EQUIPMENT,1,YHIG-200K-IKJ,,,,JP-YAMABISHI  CO.LTD KYOEI-KOGYO CO.LTD,,,1982,HIGH VOLTAGE LAB (EMB021),WORKING,elec,,,,,
PORTABLE OIL TESTER  KIT.,1,YPS-55A,,,JP,JP KYONAN ELECTRIC CO. LTD,,,1981,HIGH VOLTAGE LAB (EMB021),OBSOLETE,elec,,,,,
3KVA PORTABLE STANDBY GENERATOR,1,EM4500S,,,,JP HONDA,,,,HIGH VOLTAGE LAB (EMB021),WORKING,elec,,,,,
POWER  DISTRIBUTION TRANSFORMERS,7,6600/415-240,,,,JP-KEIHIN DONSSOKHI CO.LTD,,,1976,HIGH VOLTAGE LAB (EMB021),WORKING,elec,,,,,
STEPDOWN TESTING TRANSFORMER,1,68239,,,,JP-KEIHIN DONSSOKHI CO.LTD,,,1976,HIGH VOLTAGE LAB (EMB021),WORKING,elec,,,,,
RELAY  TESTER,1,624227,,,,JP-KEIHIN DONSSOKHI CO.LTD,,,1976,HIGH VOLTAGE LAB (EMB021),NOT WORKING,elec,,,,,
0-300A AC VOLTMETER,1,76AD0354 YEW,,,JP,JP-YOKOGAWA ELECTRIC CO. LTD,,,,HIGH VOLTAGE LAB (EMB021),WORKING,elec,,,,,
0-100mA AMMETER,2,1327M 1482M,,,JP,JP-YOKOGAWA ELECTRIC CO. LTD,,,,HIGH VOLTAGE LAB (EMB021),WORKING,elec,,,,,
0-500mA AMMETER,1,,,,JP,JP-YOKOGAWA ELECTRIC CO. LTD,,,,HIGH VOLTAGE LAB (EMB021),WORKING,elec,,,,,
0-1000mA ,1,,,,JP,JP-YOKOGAWA ELECTRIC CO. LTD,,,,HIGH VOLTAGE LAB (EMB021),WORKING,elec,,,,,
0-15V AC VOLTMETER,1,71BC00238,,,JP,JP-YOKOGAWA ELECTRIC CO. LTD,,,,HIGH VOLTAGE LAB (EMB021),WORKING,elec,,,,,
0-30A  DC AMMETER,1,,,,,JP-SHIMADZU CO. LTD,,,,HIGH VOLTAGE LAB (EMB021),WORKING,elec,,,,,
BRIDGE RESISTANCE  TESTER,1,F-230VM FUSO,,,JP,JP- FUSO ELECT. CO. LTD,,,,HIGH VOLTAGE LAB (EMB021),WORKING,elec,,,,,
ANALOGUE CYCLE COUNTERS,3,YEW,,,,,,,,HIGH VOLTAGE LAB (EMB021),REQUIRES REPLACEMENT,elec,,,,,
0-1400*C THERMOCOUPLE METER,1,03708M,,,JP,JP- YOKOGAWA CO. LTD,,,,HIGH VOLTAGE LAB (EMB021),NOT WORKING,elec,,,,,
0-50A CURRENT TRANSFORMER METER,1,01163U 2062 YEW,,,JP,,,,,HIGH VOLTAGE LAB (EMB021),WORKING,elec,,,,,
0-300A AC CLAMP METER C/W AMMETER,1,,,,JP,,,,1991,HIGH VOLTAGE LAB (EMB021),WORKING,elec,,,,,
R-S-T PHASE SEQUENCE TESTER,1,3122  23986,,,,JP  HIOKI E.E CORPORATION,,,,HIGH VOLTAGE LAB (EMB021),WORKING,elec,,,,,
10A-60A SINGLEPHASE KWH METER C/W SEALES,1,Hlley DD28 EXD32012 069250TYPE 2039,,,,,,,,HIGH VOLTAGE LAB (EMB021),WORKING,elec,,,,,
POWER  FACTOR  METER,1,TYPE   2039,,,,JP-YOKOGAWA,,,,HIGH VOLTAGE LAB (EMB021),WORKING,elec,,,,,
PRESSURE  GAUGE METER,1,DIVAC  DV1000--16067D9614,,,,GERMANY,,,,HIGH VOLTAGE LAB (EMB021),WORKING,elec,,,,,
ELECTROSTATIC  VOLTMETER,1,TYPE2065 1M2065 01E,,,,JP- YOKOGAWA ELECTRIC CO. LTD,,,,HIGH VOLTAGE LAB (EMB021),WORKING,elec,,,,,
PORTABLE WATER RHEOSTART,3,TYPE RW-6L2,,,,JP--AICHI ELECTRIC WORKS  CO. LTD,,,,HIGH VOLTAGE LAB (EMB021),WORKING,elec,,,,,
POWER HACKSAW,1,761,,,JP,,,,1981,ENW 07,WORKING,enw,,,,,
PILLAR DRILLING MACHINE,1,1054,,,JP,,,,1981,ENW 07,WORKING,enw,,,,,
SPOT WELDER (PORTABLE,1,M1712101,,,JP,,,,1981,ENW 07,DEFECTIVE,enw,,,,,
BENCH GRINDER,1,10801,,,JP,,,,1981,ENW 07,WORKING,enw,,,,,
WELDING ROD DRIER,1,,,,,,,,,ENW 07,DEFECTIVE,enw,,,,,
PLATE SHEAR,1,80305,,,JP,,,,1986,ENW 07,WORKING,enw,,,,,
PLATE SHEAR,1,YOSHIMITU,,,JP,,,,1981,ENW 07,WORKING,enw,,,,,
HYDRAULIC PIPE BENDER,1,4336-TAIYO,,,JP,,,,1981,ENW 07,WORKING,enw,,,,,
HYDRAULIC PIPE BENDER,1,1772 JASEN,,,CZ,,,,1999,ENW 07,WORKING,enw,,,,,
HYDRAULIC PIPE BENDER,1,020813-TAIYO,,,JP,,,,2003,ENW 07,WORKING,enw,,,,,
PIPE THREADING MACHINE,2,273732-REX; 00111- PISET,,,JP,,,,1988,ENW 07,WORKING,enw,,,,,
ARC WELDING MACHINE,1,4850134 DAIDEN,,,JP,,,,1988,ENW 07,WORKING,enw,,,,,
BOX BENDER,1,HB 880 BENDEX,,,JP,,,,1981,ENW 07,WORKING,enw,,,,,
UNIVERSAL NIBBLING MACHINE,1,4200 HOTTA,,,JP,,,,1981,ENW 07,WORKING,enw,,,,,
ELECTRIC FURNACE,1,5454 CHINO,,,JP,,,,1981,ENW 07,WORKING,enw,,,,,
ARC WELDING TRANSFORMER - 300 AMP,5,EM-4-1,,,JP,,,,1981,ENW 06,GOOD,enw,,,,,
TIG WELDING MACHINES 500 AMP,2,EM-4-2,,,JP,,,,1981,ENW 06,DEFECTIVE,enw,,,,,
MIG WELDING SET 350G,1,EM-4-11,,,,,,,,ENW 06,DEFECTIVE,enw,,,,,
PILLAR DRILLING MACHINE 70mm MAX DIA,1,EM-4-19,,,,,,,,ENW 06,GOOD,enw,,,,,
PILLAR DRILLING MACHINE 13MM DIA,1,EM-4-15,,,,,,,,ENW 06,GOOD,enw,,,,,
ABRASSIVE CUTOFF MACHINE 450mm,1,,,,,,,,,ENW 06,GOOD,enw,,,,,
ABRASSIVE CUTOFF MACHINE 350mm,3,EM-4-20,,,,,,,,ENW 06,DEFECTIVE,enw,,,,,
SPOT WELDING MACHINE (DAIDN SUID),1,,,,,,,,,ENW 06,GOOD,enw,,,,,
PORTABLE POWER SAW,1,,,,,,,,,ENW 06,DEFECTIVE,enw,,,,,
WELDING ROD DRIER OVEN,2,EM-04,,,,,,,,ENW 06,GOOD,enw,,,,,
PLASMA CUTTING MACHINE,1,,,,,,,,,ENW 06,DEFECTIVE,enw,,,,,
VITBRO NIBLER 415V 60 Hz,1,EM-4-10,,,,,,,,ENW 06,GOOD,enw,,,,,
DOUBLE HEAD GRINDER 24 AMPS 415V,1,EM-4-21,,,,,,,,ENW 06,GOOD,enw,,,,,
DOUBLE HEAD GRINDER 5 AMPS 415V,1,EM-4-21,,,,,,,,ENW 06,GOOD,enw,,,,,
MAGNAFLUX INSPECTION MACHINE,1,EM-4-22,,,,,,,,ENW 06,GOOD,enw,,,,,
AIR COMPRESSOR 415V 50HZ,1,EM-4-30,,,,,,,,ENW 06,GOOD,enw,,,,,
PORTABLE METAL JIG SAW,1,EM-4-23,,,,,,,,ENW 06,GOOD,enw,,,,,
MANUAL HAND PRESS,1,EM-4-16,,,,,,,,ENW 06,GOOD,enw,,,,,
SPOT WELDING TRANSFORMER,1,EM-4-8,,,,,,,,ENW 06,DEFECTIVE,enw,,,,,
DC GENERATOR,1,EM-4-7,,,,,,,,ENW 06,DEFECTIVE,enw,,,,,
PORTABLE SHEARING MACHINE,20,EM-4-24,,,,,,,,ENW 06,DEFECTIVE,enw,,,,,
SANDING MACHINE,1,EM-4-26,,,,,,,,ENW 06,DEFECTIVE,enw,,,,,
"PORTABLE HAND GRINDER 7""",2,EM-4-25,,,,,,,,ENW 06,DEFECTIVE,enw,,,,,
"PORTABLE HAND GRINDER 4""",3,EM-4-25,,,,,,,,ENW 06,DEFECTIVE,enw,,,,,
WELD JOINT TEST MACHINE,1,EM-4-31,,,,,,,,ENW 06,GOOD,enw,,,,,
CAST IRON SWAGE BLOCKS,2,EM-4-55,,,,,,,,ENW 06,GOOD,enw,,,,,
CAST IRON SURFACE PLATE,1,EM-4-56,,,,,,,,ENW 06,GOOD,enw,,,,,
WELDING GAS MANIFOLD SYSTEM,1,EM-4-62,,,,,,,,ENW 06,DEFECTIVE,enw,,,,,
AC TO DC CONVRTER,1,,,,,,,,,ENW 06,GOOD,enw,,,,,
HYDRAULIC PIPE BENDER,2,,,,,,,,,ENW 06,DEFECTIVE,enw,,,,,
STAKES - ASORTED,,,,,,,,,,ENW 06,GOOD,enw,,,,,
GAS PROFILE CUTTING MACHINE,1,EM-4-62,,,,,,,,ENW 06,GOOD,enw,,,,,
BOX BENDING MACHINE,1,MED 11012,,,,,,,,ENW 06,GOOD,enw,,,,,
EXTRACTOR DUCT FOR ARC WELDING BOOTHS,1,,,,,,,,,ENW 06,GOOD,enw,,,,,
